fighter_id,fighter_detail_url,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time,head_strikes_att,head_strikes_succ,body_strikes_att,body_strikes_succ,leg_strikes_att,leg_strikes_succ,distance_strikes_att,distance_strikes_succ,clinch_strikes_att,clinch_strikes_succ,ground_strikes_att,ground_strikes_succ,fight_url,eventurl
Steve Garcia,http://ufcstats.com/fighter-details/97cf1a2c7c5e7889,1,66,41,49,29,0,0,1,0,0:46,45,26,3,2,1,1,10,4,8,3,31,22,http://ufcstats.com/fight-details/5ac1725f775c6f00,http://ufcstats.com/event-details/5ef0088c1b19beeb
Melquizael Costa,http://ufcstats.com/fighter-details/20bccc9bb4ceb23e,0,25,20,10,6,10,2,0,0,4:41,5,1,2,2,3,3,3,2,7,4,0,0,http://ufcstats.com/fight-details/5ac1725f775c6f00,http://ufcstats.com/event-details/5ef0088c1b19beeb
Luana Santos,http://ufcstats.com/fighter-details/5078e1dacf9d25f4,0,161,97,104,53,4,2,0,0,7:44,61,20,29,22,14,11,95,50,9,3,0,0,http://ufcstats.com/fight-details/5a6e894e4b6cc703,http://ufcstats.com/event-details/5ef0088c1b19beeb
Stephanie Egger,http://ufcstats.com/fighter-details/5e6294b37bbef029,0,193,112,115,44,1,1,0,0,1:06,97,31,17,13,1,0,96,29,19,15,0,0,http://ufcstats.com/fight-details/5a6e894e4b6cc703,http://ufcstats.com/event-details/5ef0088c1b19beeb
Tatsuro Taira,http://ufcstats.com/fighter-details/4461d7e47375a895,1,60,44,43,33,0,0,0,0,3:36,40,30,1,1,2,2,8,7,1,0,34,26,http://ufcstats.com/fight-details/84f6de7c99779e5f,http://ufcstats.com/event-details/5ef0088c1b19beeb
Carlos Hernandez,http://ufcstats.com/fighter-details/798e48f9e7f6ba22,0,4,2,4,2,2,0,0,0,0:53,4,2,0,0,0,0,4,2,0,0,0,0,http://ufcstats.com/fight-details/84f6de7c99779e5f,http://ufcstats.com/event-details/5ef0088c1b19beeb
Rayanne dos Santos,http://ufcstats.com/fighter-details/02bb48869eb7ac8f,0,156,80,130,57,1,0,0,0,0:14,104,41,17,11,9,5,117,45,12,11,1,1,http://ufcstats.com/fight-details/acde7c89bd724af8,http://ufcstats.com/event-details/5ef0088c1b19beeb
Talita Alencar,http://ufcstats.com/fighter-details/d35298b6df168456,0,176,48,157,36,9,1,0,0,2:44,125,21,25,12,7,3,133,21,12,8,12,7,http://ufcstats.com/fight-details/acde7c89bd724af8,http://ufcstats.com/event-details/5ef0088c1b19beeb
Beneil Dariush,http://ufcstats.com/fighter-details/08af939f41b5a57b,0,8,2,8,2,0,0,0,0,0:00,5,0,1,0,2,2,8,2,0,0,0,0,http://ufcstats.com/fight-details/9feb9500b0fedfcd,http://ufcstats.com/event-details/53e4e21f4c688801
Arman Tsarukyan,http://ufcstats.com/fighter-details/eae48ff31db420c2,1,15,8,15,8,0,0,0,0,0:03,15,8,0,0,0,0,10,4,2,2,3,2,http://ufcstats.com/fight-details/9feb9500b0fedfcd,http://ufcstats.com/event-details/53e4e21f4c688801
Jalin Turner,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,1,60,33,60,33,0,0,0,0,0:12,48,26,4,2,8,5,41,18,0,0,19,15,http://ufcstats.com/fight-details/03eecf1926d9c77c,http://ufcstats.com/event-details/53e4e21f4c688801
King Green,http://ufcstats.com/fighter-details/887961364be5ceb3,0,26,15,26,15,0,0,0,0,0:02,14,5,4,3,8,7,24,14,2,1,0,0,http://ufcstats.com/fight-details/03eecf1926d9c77c,http://ufcstats.com/event-details/53e4e21f4c688801
Rob Font,http://ufcstats.com/fighter-details/05339613bf8e9808,0,96,48,94,46,2,0,0,0,0:22,85,39,6,5,3,2,92,44,2,2,0,0,http://ufcstats.com/fight-details/246d06693b5ca1e8,http://ufcstats.com/event-details/53e4e21f4c688801
Deiveson Figueiredo,http://ufcstats.com/fighter-details/aa72b0f831d0bfe5,0,84,53,74,45,7,4,0,0,4:02,64,35,7,7,3,3,60,33,7,6,7,6,http://ufcstats.com/fight-details/246d06693b5ca1e8,http://ufcstats.com/event-details/53e4e21f4c688801
Sean Brady,http://ufcstats.com/fighter-details/45f7cb591c3ab00b,0,130,97,24,14,5,5,3,0,9:06,16,8,2,1,6,5,15,7,1,1,8,6,http://ufcstats.com/fight-details/39c4ae4624052f9f,http://ufcstats.com/event-details/53e4e21f4c688801
Kelvin Gastelum,http://ufcstats.com/fighter-details/8c0580d4fff106c1,0,35,21,32,18,0,0,0,1,0:19,19,7,8,7,5,4,23,13,5,4,4,1,http://ufcstats.com/fight-details/39c4ae4624052f9f,http://ufcstats.com/event-details/53e4e21f4c688801
Clay Guida,http://ufcstats.com/fighter-details/c47df9303d318c67,0,155,63,134,43,11,2,0,0,4:23,103,19,20,14,11,10,127,36,7,7,0,0,http://ufcstats.com/fight-details/20bfa549cb2cabe7,http://ufcstats.com/event-details/53e4e21f4c688801
Joaquim Silva,http://ufcstats.com/fighter-details/ae7fe94f117f98cf,0,141,85,91,46,3,2,2,0,2:35,72,33,15,9,4,4,64,28,19,15,8,3,http://ufcstats.com/fight-details/20bfa549cb2cabe7,http://ufcstats.com/event-details/53e4e21f4c688801
Punahele Soriano,http://ufcstats.com/fighter-details/64facb6cc564262d,0,76,33,73,31,0,0,0,0,0:00,56,18,11,9,6,4,72,30,1,1,0,0,http://ufcstats.com/fight-details/02713b2d25f74d43,http://ufcstats.com/event-details/53e4e21f4c688801
Dustin Stoltzfus,http://ufcstats.com/fighter-details/71505842fb6455c3,1,140,78,123,64,7,4,1,0,2:12,79,24,27,23,17,17,116,60,7,4,0,0,http://ufcstats.com/fight-details/02713b2d25f74d43,http://ufcstats.com/event-details/53e4e21f4c688801
Miesha Tate,http://ufcstats.com/fighter-details/b96619b3acd7d9da,0,152,127,37,32,5,4,1,0,10:55,35,31,1,1,1,0,8,5,0,0,29,27,http://ufcstats.com/fight-details/626c82ed45fdcf59,http://ufcstats.com/event-details/53e4e21f4c688801
Julia Avila,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7,0,21,11,11,3,0,0,0,0,0:00,11,3,0,0,0,0,11,3,0,0,0,0,http://ufcstats.com/fight-details/626c82ed45fdcf59,http://ufcstats.com/event-details/53e4e21f4c688801
Zachary Reese,http://ufcstats.com/fighter-details/23dec7c47cb418f8,0,12,10,5,4,0,0,1,0,0:00,4,3,0,0,1,1,2,1,1,1,2,2,http://ufcstats.com/fight-details/0320a6a967069571,http://ufcstats.com/event-details/53e4e21f4c688801
Cody Brundage,http://ufcstats.com/fighter-details/f14f644d41ade29f,0,16,12,12,9,1,1,0,0,1:25,10,7,1,1,1,1,4,4,0,0,8,5,http://ufcstats.com/fight-details/0320a6a967069571,http://ufcstats.com/event-details/53e4e21f4c688801
Drakkar Klose,http://ufcstats.com/fighter-details/7cbf7c78d3b34218,0,9,8,2,2,0,0,0,1,0:40,1,1,0,0,1,1,1,1,0,0,1,1,http://ufcstats.com/fight-details/d0602cdc04d2c159,http://ufcstats.com/event-details/53e4e21f4c688801
Joe Solecki,http://ufcstats.com/fighter-details/af65aa688d13eedf,0,13,9,1,1,2,1,0,0,0:53,1,1,0,0,0,0,1,1,0,0,0,0,http://ufcstats.com/fight-details/d0602cdc04d2c159,http://ufcstats.com/event-details/53e4e21f4c688801
Rodolfo Bellato,http://ufcstats.com/fighter-details/69898645d600abdb,0,160,99,131,80,4,1,0,0,2:49,116,70,12,9,3,1,46,18,14,11,71,51,http://ufcstats.com/fight-details/0dc2fc8d39e226a3,http://ufcstats.com/event-details/53e4e21f4c688801
Ihor Potieria,http://ufcstats.com/fighter-details/260bd4cef10b033f,1,153,92,127,73,0,0,0,0,1:41,111,58,10,9,6,6,73,38,21,12,33,23,http://ufcstats.com/fight-details/0dc2fc8d39e226a3,http://ufcstats.com/event-details/53e4e21f4c688801
Wellington Turman,http://ufcstats.com/fighter-details/4dcfb28c011c11b2,0,73,46,57,37,1,1,0,0,1:40,47,27,2,2,8,8,49,32,2,2,6,3,http://ufcstats.com/fight-details/32813f5f46f045e8,http://ufcstats.com/event-details/53e4e21f4c688801
Jared Gooden,http://ufcstats.com/fighter-details/c730a0be691dc081,0,95,62,83,53,1,1,1,0,0:31,59,33,18,14,6,6,72,43,1,1,10,9,http://ufcstats.com/fight-details/32813f5f46f045e8,http://ufcstats.com/event-details/53e4e21f4c688801
Veronica Hardy,http://ufcstats.com/fighter-details/4798e823ada58fe9,0,122,61,101,43,2,1,0,0,1:34,86,29,11,11,4,3,81,30,20,13,0,0,http://ufcstats.com/fight-details/d0ac2cc5c57c4e66,http://ufcstats.com/event-details/53e4e21f4c688801
Jamey-Lyn Horth,http://ufcstats.com/fighter-details/5c637af9472ae7cc,0,125,74,87,43,3,1,0,0,3:59,49,16,26,20,12,7,59,23,28,20,0,0,http://ufcstats.com/fight-details/d0ac2cc5c57c4e66,http://ufcstats.com/event-details/53e4e21f4c688801
Brendan Allen,http://ufcstats.com/fighter-details/2f181c0467965b98,0,64,52,43,32,2,2,2,0,7:58,37,26,3,3,3,3,17,12,2,1,24,19,http://ufcstats.com/fight-details/7990b6716a53b2cd,http://ufcstats.com/event-details/3feed7d02711d8b7
Paul Craig,http://ufcstats.com/fighter-details/eabf206b162b3b83,0,21,13,14,6,2,0,1,0,0:34,10,3,1,1,3,2,13,6,0,0,1,0,http://ufcstats.com/fight-details/7990b6716a53b2cd,http://ufcstats.com/event-details/3feed7d02711d8b7
Michael Morales,http://ufcstats.com/fighter-details/c32aeb1a59e6272d,0,208,84,208,84,1,0,0,0,0:07,157,45,17,12,34,27,197,80,11,4,0,0,http://ufcstats.com/fight-details/73ebbfb998edc1f1,http://ufcstats.com/event-details/3feed7d02711d8b7
Jake Matthews,http://ufcstats.com/fighter-details/a845f0735bc67405,0,149,57,149,57,1,0,0,0,0:03,109,33,24,17,16,7,146,54,3,3,0,0,http://ufcstats.com/fight-details/73ebbfb998edc1f1,http://ufcstats.com/event-details/3feed7d02711d8b7
Chase Hooper,http://ufcstats.com/fighter-details/971246648e162f0d,0,18,13,3,1,0,0,1,0,0:57,3,1,0,0,0,0,2,0,0,0,1,1,http://ufcstats.com/fight-details/5be63144ac46f97e,http://ufcstats.com/event-details/3feed7d02711d8b7
Jordan Leavitt,http://ufcstats.com/fighter-details/ac026518a9b4dc0f,0,10,5,4,3,2,0,0,1,0:59,3,2,1,1,0,0,0,0,1,1,3,2,http://ufcstats.com/fight-details/5be63144ac46f97e,http://ufcstats.com/event-details/3feed7d02711d8b7
Payton Talbott,http://ufcstats.com/fighter-details/6e743a33d56bdaa4,0,90,58,53,28,0,0,1,0,3:25,46,22,5,4,2,2,27,12,0,0,26,16,http://ufcstats.com/fight-details/2ae243f518948794,http://ufcstats.com/event-details/3feed7d02711d8b7
Nick Aguirre,http://ufcstats.com/fighter-details/0978385b2bd9ef9b,0,29,18,12,5,10,2,0,0,5:46,11,4,1,1,0,0,9,5,3,0,0,0,http://ufcstats.com/fight-details/2ae243f518948794,http://ufcstats.com/event-details/3feed7d02711d8b7
Luana Pinheiro,http://ufcstats.com/fighter-details/a3a542074109b347,0,120,56,116,55,6,1,0,0,1:11,86,36,18,11,12,8,109,51,6,4,1,0,http://ufcstats.com/fight-details/bd4d2522cb0d1a23,http://ufcstats.com/event-details/3feed7d02711d8b7
Amanda Ribas,http://ufcstats.com/fighter-details/beecb672a279223e,1,234,96,224,87,1,0,0,0,0:30,158,57,29,8,37,22,212,81,6,3,6,3,http://ufcstats.com/fight-details/bd4d2522cb0d1a23,http://ufcstats.com/event-details/3feed7d02711d8b7
Uros Medic,http://ufcstats.com/fighter-details/681399317dbf4701,0,32,17,27,14,0,0,0,0,0:02,20,10,7,4,0,0,14,5,12,8,1,1,http://ufcstats.com/fight-details/b210b99d9c1c9196,http://ufcstats.com/event-details/3feed7d02711d8b7
Myktybek Orolbai,http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1,0,31,16,20,8,10,7,1,0,7:26,16,6,0,0,4,2,8,3,1,1,11,4,http://ufcstats.com/fight-details/b210b99d9c1c9196,http://ufcstats.com/event-details/3feed7d02711d8b7
Jonathan Pearce,http://ufcstats.com/fighter-details/87c0b1c696ddfb43,0,96,81,16,14,4,1,0,1,6:15,6,6,4,2,6,6,4,3,8,7,4,4,http://ufcstats.com/fight-details/62b64802ea49e2fd,http://ufcstats.com/event-details/3feed7d02711d8b7
Joanderson Brito,http://ufcstats.com/fighter-details/791c8437b341fba5,0,47,33,20,8,1,1,1,0,1:58,15,4,4,3,1,1,12,4,3,2,5,2,http://ufcstats.com/fight-details/62b64802ea49e2fd,http://ufcstats.com/event-details/3feed7d02711d8b7
Chad Anheliger,http://ufcstats.com/fighter-details/c7c39e2fb70248b3,0,103,47,71,26,8,4,0,1,6:18,49,14,13,6,9,6,54,19,6,4,11,3,http://ufcstats.com/fight-details/c1aef0f60a5b62e3,http://ufcstats.com/event-details/3feed7d02711d8b7
Jose Johnson,http://ufcstats.com/fighter-details/84f727cf0166d6f2,0,198,141,108,63,2,1,1,2,4:20,78,42,18,15,12,6,53,25,17,10,38,28,http://ufcstats.com/fight-details/c1aef0f60a5b62e3,http://ufcstats.com/event-details/3feed7d02711d8b7
Christian Leroy Duncan,http://ufcstats.com/fighter-details/a93f94c923c3a9cb,1,123,90,87,65,2,0,0,0,4:51,65,44,9,8,13,13,65,46,17,16,5,3,http://ufcstats.com/fight-details/16109688429c09de,http://ufcstats.com/event-details/3feed7d02711d8b7
Denis Tiuliulin,http://ufcstats.com/fighter-details/0112352cb32f5026,0,81,37,71,30,0,0,0,0,0:00,57,19,8,6,6,5,66,26,5,4,0,0,http://ufcstats.com/fight-details/16109688429c09de,http://ufcstats.com/event-details/3feed7d02711d8b7
Mick Parkin,http://ufcstats.com/fighter-details/0d5cc0170c1a7e71,0,139,69,98,39,10,3,0,1,6:23,91,33,3,2,4,4,92,34,3,3,3,2,http://ufcstats.com/fight-details/36f10b949b935b8c,http://ufcstats.com/event-details/3feed7d02711d8b7
Caio Machado,http://ufcstats.com/fighter-details/89839250eb25c9c1,0,164,103,132,76,1,0,0,0,0:20,95,41,26,24,11,11,121,68,9,6,2,2,http://ufcstats.com/fight-details/36f10b949b935b8c,http://ufcstats.com/event-details/3feed7d02711d8b7
Jeka Saragih,http://ufcstats.com/fighter-details/57186c150c645200,1,9,4,9,4,1,1,0,0,0:05,6,3,2,1,1,0,6,2,0,0,3,2,http://ufcstats.com/fight-details/f0fe73e650b746f2,http://ufcstats.com/event-details/3feed7d02711d8b7
Lucas Alexander,http://ufcstats.com/fighter-details/11583163f45c7b31,0,16,11,16,11,1,0,0,0,0:00,10,6,3,2,3,3,16,11,0,0,0,0,http://ufcstats.com/fight-details/f0fe73e650b746f2,http://ufcstats.com/event-details/3feed7d02711d8b7
Lucie Pudilova,http://ufcstats.com/fighter-details/3cf66c62d9069f43,0,67,41,42,20,0,0,1,0,4:09,31,13,9,7,2,0,25,5,10,9,7,6,http://ufcstats.com/fight-details/6997693d552600dd,http://ufcstats.com/event-details/3feed7d02711d8b7
Ailin Perez,http://ufcstats.com/fighter-details/06e4245d16fc5315,0,180,123,74,42,8,2,0,0,8:36,57,31,7,5,10,6,27,12,6,3,41,27,http://ufcstats.com/fight-details/6997693d552600dd,http://ufcstats.com/event-details/3feed7d02711d8b7
Charles Johnson,http://ufcstats.com/fighter-details/814e5233e2acf2ee,0,161,116,109,72,0,0,0,1,0:43,69,38,33,27,7,7,80,53,26,18,3,1,http://ufcstats.com/fight-details/9abf0b60a44a82d1,http://ufcstats.com/event-details/3feed7d02711d8b7
Rafael Estevam,http://ufcstats.com/fighter-details/83455a9d17f57dae,0,77,35,43,18,22,3,1,0,9:23,28,10,12,6,3,2,31,11,5,3,7,4,http://ufcstats.com/fight-details/9abf0b60a44a82d1,http://ufcstats.com/event-details/3feed7d02711d8b7
Jiri Prochazka,http://ufcstats.com/fighter-details/009341ed974bad72,0,70,44,53,30,3,1,0,0,2:45,37,18,10,7,6,5,49,26,2,2,2,2,http://ufcstats.com/fight-details/b1f2ec122beda7a5,http://ufcstats.com/event-details/5a558ba1ff5e9121
Alex Pereira,http://ufcstats.com/fighter-details/e5549c82bfb5582d,1,72,49,61,38,0,0,1,0,0:08,38,21,8,5,15,12,43,22,4,4,14,12,http://ufcstats.com/fight-details/b1f2ec122beda7a5,http://ufcstats.com/event-details/5a558ba1ff5e9121
Sergei Pavlovich,http://ufcstats.com/fighter-details/f14cf73e51b29254,0,7,1,7,1,0,0,0,0,0:00,7,1,0,0,0,0,7,1,0,0,0,0,http://ufcstats.com/fight-details/db49619221b282af,http://ufcstats.com/event-details/5a558ba1ff5e9121
Tom Aspinall,http://ufcstats.com/fighter-details/399afbabc02376b5,1,14,10,14,10,0,0,0,0,0:02,10,7,1,0,3,3,11,7,0,0,3,3,http://ufcstats.com/fight-details/db49619221b282af,http://ufcstats.com/event-details/5a558ba1ff5e9121
Jessica Andrade,http://ufcstats.com/fighter-details/6a1901c62ab3870f,4,107,53,107,53,0,0,0,0,0:13,76,27,9,7,22,19,90,43,12,6,5,4,http://ufcstats.com/fight-details/6fd67582d8adb1c7,http://ufcstats.com/event-details/5a558ba1ff5e9121
Mackenzie Dern,http://ufcstats.com/fighter-details/7447e9f28508106a,0,115,50,114,49,4,0,0,0,0:00,100,38,9,6,5,5,109,47,5,2,0,0,http://ufcstats.com/fight-details/6fd67582d8adb1c7,http://ufcstats.com/event-details/5a558ba1ff5e9121
Matt Frevola,http://ufcstats.com/fighter-details/dccb63727f2f5f74,0,12,7,9,5,2,2,0,0,0:25,6,2,3,3,0,0,8,4,1,1,0,0,http://ufcstats.com/fight-details/9fe98de1eac21f2e,http://ufcstats.com/event-details/5a558ba1ff5e9121
Benoit Saint Denis,http://ufcstats.com/fighter-details/c2299ec916bc7c56,1,15,10,11,6,0,0,0,1,0:19,7,3,2,1,2,2,9,4,0,0,2,2,http://ufcstats.com/fight-details/9fe98de1eac21f2e,http://ufcstats.com/event-details/5a558ba1ff5e9121
Diego Lopes,http://ufcstats.com/fighter-details/f166e93d04a8c274,1,18,13,18,13,1,0,0,0,0:02,15,11,2,2,1,0,8,4,3,3,7,6,http://ufcstats.com/fight-details/128ab9aa4802c73f,http://ufcstats.com/event-details/5a558ba1ff5e9121
Pat Sabatini,http://ufcstats.com/fighter-details/b8bbdeff718dbb7d,0,16,10,12,7,2,0,0,0,0:00,7,3,4,3,1,1,10,5,1,1,1,1,http://ufcstats.com/fight-details/128ab9aa4802c73f,http://ufcstats.com/event-details/5a558ba1ff5e9121
Steve Erceg,http://ufcstats.com/fighter-details/32ab52e5de93092d,0,162,104,125,74,8,1,1,1,6:29,87,41,30,25,8,8,91,43,28,26,6,5,http://ufcstats.com/fight-details/5704e73f91b9e7f7,http://ufcstats.com/event-details/5a558ba1ff5e9121
Alessandro Costa,http://ufcstats.com/fighter-details/3fa97913cfd205d3,0,129,85,97,54,6,1,0,0,1:14,70,31,17,14,10,9,76,35,21,19,0,0,http://ufcstats.com/fight-details/5704e73f91b9e7f7,http://ufcstats.com/event-details/5a558ba1ff5e9121
Tabatha Ricci,http://ufcstats.com/fighter-details/d25240135aee03e5,0,232,91,224,84,6,0,0,0,1:22,197,68,11,8,16,8,218,78,4,4,2,2,http://ufcstats.com/fight-details/a0362d60d2e1db0d,http://ufcstats.com/event-details/5a558ba1ff5e9121
Loopy Godinez,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7,0,225,101,221,98,1,0,0,0,0:03,200,81,19,15,2,2,207,85,12,11,2,2,http://ufcstats.com/fight-details/a0362d60d2e1db0d,http://ufcstats.com/event-details/5a558ba1ff5e9121
Mateusz Rebecki,http://ufcstats.com/fighter-details/849c5d9979df5357,0,38,28,16,10,2,2,1,0,2:14,11,7,1,0,4,3,9,3,0,0,7,7,http://ufcstats.com/fight-details/480c4dbd2e792d86,http://ufcstats.com/event-details/5a558ba1ff5e9121
Roosevelt Roberts,http://ufcstats.com/fighter-details/37c5366d18ed6c05,0,12,6,7,2,0,0,0,1,0:13,5,1,1,0,1,1,7,2,0,0,0,0,http://ufcstats.com/fight-details/480c4dbd2e792d86,http://ufcstats.com/event-details/5a558ba1ff5e9121
Jared Gordon,http://ufcstats.com/fighter-details/7026eca45f65377b,1,87,54,66,36,0,0,0,0,0:19,57,27,5,5,4,4,51,22,11,10,4,4,http://ufcstats.com/fight-details/4c025d1fff9e9fce,http://ufcstats.com/event-details/5a558ba1ff5e9121
Mark Madsen,http://ufcstats.com/fighter-details/da0995f19b749cfa,0,69,46,57,35,0,0,0,0,1:04,44,23,13,12,0,0,37,16,20,19,0,0,http://ufcstats.com/fight-details/4c025d1fff9e9fce,http://ufcstats.com/event-details/5a558ba1ff5e9121
John Castaneda,http://ufcstats.com/fighter-details/5fa2974cbd18e05c,0,187,119,179,111,8,3,0,0,2:18,103,47,39,30,37,34,176,109,3,2,0,0,http://ufcstats.com/fight-details/57333b7bff20ece0,http://ufcstats.com/event-details/5a558ba1ff5e9121
Kyung Ho Kang,http://ufcstats.com/fighter-details/a7897d200692ab64,0,203,88,202,88,0,0,0,0,0:00,170,59,19,17,13,12,194,82,8,6,0,0,http://ufcstats.com/fight-details/57333b7bff20ece0,http://ufcstats.com/event-details/5a558ba1ff5e9121
Joshua Van,http://ufcstats.com/fighter-details/17e97649403ba428,0,311,165,300,156,4,2,0,0,1:03,227,92,57,49,16,15,295,153,5,3,0,0,http://ufcstats.com/fight-details/8a0fc4624578a7e4,http://ufcstats.com/event-details/5a558ba1ff5e9121
Kevin Borjas,http://ufcstats.com/fighter-details/34b96d52db1d26e6,0,200,78,197,75,3,0,0,1,0:21,170,54,12,9,15,12,193,73,2,1,2,1,http://ufcstats.com/fight-details/8a0fc4624578a7e4,http://ufcstats.com/event-details/5a558ba1ff5e9121
Dennis Buzukja,http://ufcstats.com/fighter-details/c4d039123e62f6a9,0,7,3,7,3,0,0,0,0,0:00,4,0,1,1,2,2,7,3,0,0,0,0,http://ufcstats.com/fight-details/1cf69de0eea46877,http://ufcstats.com/event-details/5a558ba1ff5e9121
Jamall Emmers,http://ufcstats.com/fighter-details/e00a3dee329a51f7,1,20,14,20,14,0,0,0,0,0:03,12,8,4,2,4,4,14,10,0,0,6,4,http://ufcstats.com/fight-details/1cf69de0eea46877,http://ufcstats.com/event-details/5a558ba1ff5e9121
Jailton Almeida,http://ufcstats.com/fighter-details/41e83a89929d1327,0,153,120,56,38,15,6,4,1,21:10,48,32,5,5,3,1,7,5,8,3,41,30,http://ufcstats.com/fight-details/ac37849f627a79c4,http://ufcstats.com/event-details/7c4ec656d8fcb867
Derrick Lewis,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,0,54,28,39,20,2,0,0,0,0:57,33,17,6,3,0,0,10,2,1,1,28,17,http://ufcstats.com/fight-details/ac37849f627a79c4,http://ufcstats.com/event-details/7c4ec656d8fcb867
Gabriel Bonfim,http://ufcstats.com/fighter-details/01641ba5df0c69b0,0,103,47,91,39,5,3,1,0,4:19,77,27,4,3,10,9,71,32,9,3,11,4,http://ufcstats.com/fight-details/3a81276a9641c6a1,http://ufcstats.com/event-details/7c4ec656d8fcb867
Nicolas Dalby,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8,1,128,64,113,53,1,0,0,0,1:27,96,41,11,7,6,5,76,25,33,25,4,3,http://ufcstats.com/fight-details/3a81276a9641c6a1,http://ufcstats.com/event-details/7c4ec656d8fcb867
Rodrigo Nascimento,http://ufcstats.com/fighter-details/d31a5546c0e9b213,0,180,91,154,70,3,0,0,0,2:21,132,51,11,9,11,10,134,58,20,12,0,0,http://ufcstats.com/fight-details/119bc264e2bb9877,http://ufcstats.com/event-details/7c4ec656d8fcb867
Don'Tale Mayes,http://ufcstats.com/fighter-details/1a9480fc288e55d7,0,190,105,159,79,1,0,0,0,0:39,103,39,44,30,12,10,128,55,31,24,0,0,http://ufcstats.com/fight-details/119bc264e2bb9877,http://ufcstats.com/event-details/7c4ec656d8fcb867
Caio Borralho,http://ufcstats.com/fighter-details/4126a78111c0855a,1,126,70,103,51,1,0,0,0,2:17,73,33,15,11,15,7,102,50,0,0,1,1,http://ufcstats.com/fight-details/7d474fbf31894108,http://ufcstats.com/event-details/7c4ec656d8fcb867
Abus Magomedov,http://ufcstats.com/fighter-details/36b8f265bcd1b7a4,0,110,39,107,38,0,0,0,0,0:00,74,19,24,14,9,5,107,38,0,0,0,0,http://ufcstats.com/fight-details/7d474fbf31894108,http://ufcstats.com/event-details/7c4ec656d8fcb867
Elves Brener,http://ufcstats.com/fighter-details/48a9a128784d53d1,1,33,16,33,16,0,0,0,0,0:03,20,6,3,2,10,8,33,16,0,0,0,0,http://ufcstats.com/fight-details/ff8f92cf8fb1b76c,http://ufcstats.com/event-details/7c4ec656d8fcb867
Kaynan Kruschewsky,http://ufcstats.com/fighter-details/ca36633b80be4a78,0,31,8,31,8,0,0,0,0,0:00,25,6,6,2,0,0,31,8,0,0,0,0,http://ufcstats.com/fight-details/ff8f92cf8fb1b76c,http://ufcstats.com/event-details/7c4ec656d8fcb867
Vitor Petrino,http://ufcstats.com/fighter-details/71171fc96445bf65,1,34,14,26,8,2,1,0,0,2:18,23,6,3,2,0,0,21,7,0,0,5,1,http://ufcstats.com/fight-details/6532b71560ae39e0,http://ufcstats.com/event-details/7c4ec656d8fcb867
Modestas Bukauskas,http://ufcstats.com/fighter-details/476fe566d2df676e,0,23,12,19,9,0,0,0,0,0:00,14,5,0,0,5,4,19,9,0,0,0,0,http://ufcstats.com/fight-details/6532b71560ae39e0,http://ufcstats.com/event-details/7c4ec656d8fcb867
Angela Hill,http://ufcstats.com/fighter-details/f0feeb2192937424,0,153,96,120,76,9,5,0,1,8:03,76,37,42,37,2,2,68,40,44,33,8,3,http://ufcstats.com/fight-details/7df5998eca143c04,http://ufcstats.com/event-details/7c4ec656d8fcb867
Denise Gomes,http://ufcstats.com/fighter-details/cffb87059e645bd1,0,203,111,133,62,3,1,0,1,1:03,91,29,33,25,9,8,97,34,35,27,1,1,http://ufcstats.com/fight-details/7df5998eca143c04,http://ufcstats.com/event-details/7c4ec656d8fcb867
Eduarda Moura,http://ufcstats.com/fighter-details/de594b35c45c2e9a,0,139,102,77,57,3,3,0,0,5:57,75,55,2,2,0,0,12,5,1,1,64,51,http://ufcstats.com/fight-details/9e2bb8d5961b44d4,http://ufcstats.com/event-details/7c4ec656d8fcb867
Montserrat Conejo Ruiz,http://ufcstats.com/fighter-details/1235b31de15d0c6e,0,29,9,22,5,0,0,0,0,0:02,15,0,2,0,5,5,22,5,0,0,0,0,http://ufcstats.com/fight-details/9e2bb8d5961b44d4,http://ufcstats.com/event-details/7c4ec656d8fcb867
Kaue Fernandes,http://ufcstats.com/fighter-details/ec13c393d029297d,0,92,67,42,23,1,1,0,0,1:27,20,6,13,8,9,9,38,21,4,2,0,0,http://ufcstats.com/fight-details/3c69bed42893da75,http://ufcstats.com/event-details/7c4ec656d8fcb867
Marc Diakiese,http://ufcstats.com/fighter-details/32c355b04fc57f3a,0,92,65,32,13,8,3,0,1,8:38,26,11,5,2,1,0,18,7,4,2,10,4,http://ufcstats.com/fight-details/3c69bed42893da75,http://ufcstats.com/event-details/7c4ec656d8fcb867
Islam Makhachev,http://ufcstats.com/fighter-details/275aca31f61ba28c,1,46,39,29,24,1,0,0,0,0:19,16,13,11,9,2,2,11,7,9,8,9,9,http://ufcstats.com/fight-details/0ea435ddf02deb60,http://ufcstats.com/event-details/13a0fb8fbdafb54f
